605;984;IPv6 Unicast;2001:dea:0:40::/64
606;592;IPv4 Unicast;196.46.25.128/25
607;592;IPv6 Unicast;2001:43f8:6d0::/64
608;597;IPv4 Unicast;196.10.140.0/24
609;969;IPv4 Unicast;196.10.141.0/24
610;597;IPv6 Unicast;2001:43F8:6D1::/64
611;969;IPv6 Unicast;2001:43F8:6D2::/64
612;986;IPv4 Unicast;199.168.131.0/24
613;672;IPv4 Unicast;198.32.130.0/24
614;672;IPv6 Unicast;2001:478:130::/64
615;673;IPv4 Unicast;198.32.96.0/23
616;673;IPv6 Unicast;2001:478:96::/64
617;760;IPv4 Unicast;198.32.98.0/24
618;760;IPv6 Unicast;2001:478:98::/64
619;971;IPv4 Unicast;103.25.228.0/24
621;971;IPv6 Unicast;2001:dec:0:1::/64
622;1007;IPv4 Unicast;196.11.234.0/24
623;1007;IPv6 Unicast;2001:43f8:09d0::/64
624;1006;IPv4 Unicast;209.124.52.0/23
625;1006;IPv6 Unicast;2607:f790:100::/64
626;1009;IPv4 Unicast;185.1.31.0/24
627;1009;IPv6 Unicast;2001:7f8:8d::/64
628;59;IPv6 Unicast;2001:7f8:26::/64
629;59;;2001:7f8:26:8000::/64
630;84;IPv4 Unicast;192.108.148.0/24
631;84;IPv6 Unicast;2001:7F8:2F::/64
632;559;IPv4 Unicast;192.108.145.0/24
633;1032;IPv6 Unicast;2001:43f8:0150::/48
634;1032;IPv4 Unicast;196.223.12.0/24
635;1037;IPv4 Unicast;103.48.48.0/23
636;1037;IPv6 Unicast;2001:def::/48
637;965;IPv4 Unicast;103.41.12.0/22
638;965;IPv6 Unicast;2001:ded::/48
639;253;IPv4 Unicast;200.1.6.0/24
640;253;IPv6 Unicast;2001:13C7:6006::/48
641;986;IPv6 Unicast;2001:504:45:f3e8::/64
642;986;IPv4 Unicast;206.53.139.0/24
645;796;IPv4 Unicast;185.1.35.0/24
646;796;IPv6 Unicast;2001:7f8:92::/64
647;299;IPv4 Unicast;194.30.187.0/24
648;299;IPv6 Unicast;2001:7f8:91::/64
649;1059;IPv4 Unicast;198.32.124.0/23
650;181;IPv4 Unicast;200.0.17.0/24
651;181;IPv6 Unicast;2001:13c7:6001::/64
652;904;IPv4 Unicast;200.115.81.0/24
653;911;IPv4 Unicast;200.115.83.0/24
654;945;IPv4 Unicast;200.13.83.0/24
655;1066;IPv4 Unicast;200.14.37.0/24
656;1067;IPv4 Unicast;200.14.75.0/24
657;1068;IPv4 Unicast;200.14.39.0/24
658;1069;IPv4 Unicast;200.115.82.0/24
659;1070;IPv4 Unicast;200.14.38.0/24
660;930;IPv4 Unicast;200.0.19.0/24
661;1072;IPv4 Unicast;200.14.74.0/24
662;1056;IPv4 Unicast;91.212.235.0/24
663;184;IPv6 Unicast;2001:7F8:5D::/116
664;1071;IPv4 Unicast;200.115.84.0/24
665;119;IPv6 Unicast;2001:478:122::/48
666;954;IPv4 Unicast;206.41.108.0/24
667;954;IPv6 Unicast;2001:504:40:108::/64
668;1086;IPv4 Unicast;206.53.143.0/24
669;1086;IPv6 Unicast;2001:504:47::/64
670;1088;IPv4 Unicast;109.239.136.0/23
671;1088;IPv6 Unicast;2001:b28:3ff::/64
672;42;IPv4 Unicast;123.255.88.0/21
673;1073;IPv6 Unicast; 2001:7f8:11::/64
674;1073;IPv4 Unicast;185.1.43.0/24
675;95;IPv4 Unicast;210.173.176.0/24
676;95;IPv6 Unicast;2001:7fa:7:1::/64
677;145;IPv4 Unicast;210.173.178.0/25
678;145;IPv6 Unicast;2001:7fa:7:2:://64
679;211;IPv4 Unicast;218.100.45.0/24
680;211;IPv6 Unicast;2001:7fa:7:3::/64
